K = 4, D = 0, C = 4
config1 =

  scalar structure containing the fields:

    ndisc = 0
    ncont =  4
    nintr = 0


K = 4, Run (1,1,1): fitness => -5.75
K = 4, Run (1,1,2): fitness => -5.68
K = 4, Run (1,1,3): fitness => -5.62
K = 4, Run (1,1,4): fitness => -5.58
K = 4, Run (1,1,5): fitness => -5.58

K = 4, Run (1,2,1): fitness => -5.65
K = 4, Run (1,2,2): fitness => -5.60
K = 4, Run (1,2,3): fitness => -5.58
K = 4, Run (1,2,4): fitness => -5.58
K = 4, Run (1,2,5): fitness => -5.58

K = 4, Run (1,3,1): fitness => -5.58
K = 4, Run (1,3,2): fitness => -5.58
K = 4, Run (1,3,3): fitness => -5.58
K = 4, Run (1,3,4): fitness => -5.58
K = 4, Run (1,3,5): fitness => -5.58

K = 4, Run (1,4,1): fitness => -5.58
K = 4, Run (1,4,2): fitness => -5.58
K = 4, Run (1,4,3): fitness => -5.58
K = 4, Run (1,4,4): fitness => -5.58
K = 4, Run (1,4,5): fitness => -5.58

K = 4, Run (1,5,1): fitness => -5.58
K = 4, Run (1,5,2): fitness => -5.58
K = 4, Run (1,5,3): fitness => -5.58
K = 4, Run (1,5,4): fitness => -5.58
K = 4, Run (1,5,5): fitness => -5.58

K = 4, Run (1,6,1): fitness => -5.58
K = 4, Run (1,6,2): fitness => -5.58
K = 4, Run (1,6,3): fitness => -5.58
K = 4, Run (1,6,4): fitness => -5.58
K = 4, Run (1,6,5): fitness => -5.58

K = 4, Run (1,7,1): fitness => -5.58
K = 4, Run (1,7,2): fitness => -5.58
K = 4, Run (1,7,3): fitness => -5.58
K = 4, Run (1,7,4): fitness => -5.58
K = 4, Run (1,7,5): fitness => -5.58

K = 4, Run (1,8,1): fitness => -5.58
K = 4, Run (1,8,2): fitness => -5.58
K = 4, Run (1,8,3): fitness => -5.58
K = 4, Run (1,8,4): fitness => -5.58
K = 4, Run (1,8,5): fitness => -5.58

K = 4, Run (1,9,1): fitness => -5.58
K = 4, Run (1,9,2): fitness => -5.58
K = 4, Run (1,9,3): fitness => -5.58
K = 4, Run (1,9,4): fitness => -5.58
K = 4, Run (1,9,5): fitness => -5.58

K = 4, Run (1,10,1): fitness => -5.58
K = 4, Run (1,10,2): fitness => -5.58
K = 4, Run (1,10,3): fitness => -5.58
K = 4, Run (1,10,4): fitness => -5.58
K = 4, Run (1,10,5): fitness => -5.58

K = 4, Run (2,1,1): fitness => -5.69
K = 4, Run (2,1,2): fitness => -5.54
K = 4, Run (2,1,3): fitness => -5.41
K = 4, Run (2,1,4): fitness => -5.32
K = 4, Run (2,1,5): fitness => -5.24

K = 4, Run (2,2,1): fitness => -5.53
K = 4, Run (2,2,2): fitness => -5.43
K = 4, Run (2,2,3): fitness => -5.32
K = 4, Run (2,2,4): fitness => -5.24
K = 4, Run (2,2,5): fitness => -5.24

K = 4, Run (2,3,1): fitness => -5.38
K = 4, Run (2,3,2): fitness => -5.28
K = 4, Run (2,3,3): fitness => -5.24
K = 4, Run (2,3,4): fitness => -5.24
K = 4, Run (2,3,5): fitness => -5.24

K = 4, Run (2,4,1): fitness => -5.24
K = 4, Run (2,4,2): fitness => -5.24
K = 4, Run (2,4,3): fitness => -5.24
K = 4, Run (2,4,4): fitness => -5.24
K = 4, Run (2,4,5): fitness => -5.24

K = 4, Run (2,5,1): fitness => -5.24
K = 4, Run (2,5,2): fitness => -5.24
K = 4, Run (2,5,3): fitness => -5.24
K = 4, Run (2,5,4): fitness => -5.24
K = 4, Run (2,5,5): fitness => -5.24

K = 4, Run (2,6,1): fitness => -5.24
K = 4, Run (2,6,2): fitness => -5.24
K = 4, Run (2,6,3): fitness => -5.24
K = 4, Run (2,6,4): fitness => -5.24
K = 4, Run (2,6,5): fitness => -5.24

K = 4, Run (2,7,1): fitness => -5.24
K = 4, Run (2,7,2): fitness => -5.24
K = 4, Run (2,7,3): fitness => -5.24
K = 4, Run (2,7,4): fitness => -5.24
K = 4, Run (2,7,5): fitness => -5.24

K = 4, Run (2,8,1): fitness => -5.24
K = 4, Run (2,8,2): fitness => -5.24
K = 4, Run (2,8,3): fitness => -5.24
K = 4, Run (2,8,4): fitness => -5.24
K = 4, Run (2,8,5): fitness => -5.24

K = 4, Run (2,9,1): fitness => -5.24
K = 4, Run (2,9,2): fitness => -5.24
K = 4, Run (2,9,3): fitness => -5.24
K = 4, Run (2,9,4): fitness => -5.24
K = 4, Run (2,9,5): fitness => -5.24

K = 4, Run (2,10,1): fitness => -5.24
K = 4, Run (2,10,2): fitness => -5.24
K = 4, Run (2,10,3): fitness => -5.24
K = 4, Run (2,10,4): fitness => -5.24
K = 4, Run (2,10,5): fitness => -5.24

#-5.24

real	0m0.577s
user	0m0.495s
sys	0m0.061s
K = 4, D = 0, C = 4
config1 =

  scalar structure containing the fields:

    ndisc = 0
    ncont =  4
    nintr = 0


